id_anggota,usia,jenis_kelamin,status_perkawinan,pendidikan,pekerjaan,penghasilan_bulanan,lama_keanggotaan,jumlah_pinjaman,tenor_pinjaman,suku_bunga,jumlah_tanggungan,riwayat_pinjaman,keterlambatan_bayar,rasio_hutang,simpanan_wajib,simpanan_sukarela,status_pinjaman,kota,simpanan_pokok,jenis_anggota,partisipasi_rat,transaksi_koperasi,sistem_potong_gaji,status_keaktifan
1657,33,L,Menikah,SMA,Karyawan Swasta,6308000,91,20483000,24,12,0,1,0,0.164,13650000,711000,0,Medan,100000,Biasa,Ya,5239000,Ya,Aktif
1658,37,L,Menikah,SMA,UMKM,3512000,59,14379000,36,12,1,0,0,0.178,2950000,561000,1,Yogyakarta,100000,Biasa,Ya,2489000,Tidak,Aktif
1659,35,P,Belum Menikah,S1,UMKM,7545000,42,15923000,12,11,0,2,0,0.205,6300000,1562000,0,Jakarta,100000,Biasa,Ya,4758000,Tidak,Aktif
1660,25,L,Belum Menikah,SMA,Pedagang,4314000,52,14410000,12,13,0,1,1,0.31,2600000,637000,0,Bandung,100000,Biasa,Ya,6184000,Tidak,Aktif
1661,45,P,Cerai,D3,Pedagang,11186000,48,33487000,24,13,0,1,1,0.157,9600000,1150000,0,Makassar,100000,Biasa,Ya,8232000,Tidak,Pasif
1662,34,P,Belum Menikah,S1,Guru,5211000,133,34184000,48,13,0,0,0,0.201,13300000,1344000,0,Medan,100000,Biasa,Ya,4516000,Ya,Aktif
1663,57,L,Menikah,SMA,Wiraswasta,5068000,28,22914000,36,12,2,0,0,0.178,2800000,581000,0,Yogyakarta,100000,Biasa,Ya,6270000,Tidak,Aktif
1664,39,L,Belum Menikah,S1,Wiraswasta,7775000,51,59756000,60,15,0,0,0,0.205,7650000,1447000,0,Semarang,100000,Biasa,Ya,5100000,Tidak,Aktif
1665,43,P,Cerai,S2,Pedagang,12377000,15,49596000,36,12,0,2,1,0.157,3000000,857000,0,Bandung,100000,Biasa,Ya,3280000,Tidak,Aktif
1666,54,P,Belum Menikah,S1,Wiraswasta,12472000,27,77387000,36,13,1,1,0,0.23,5400000,863000,0,Surabaya,100000,Biasa,Tidak,6752000,Tidak,Aktif
1667,65,L,Menikah,S1,PNS,5972000,97,21357000,36,13,0,2,0,0.165,9700000,2092000,0,Surabaya,100000,Biasa,Ya,3080000,Ya,Aktif
1668,32,L,Belum Menikah,SMA,Wiraswasta,6188000,40,42659000,48,13,2,1,0,0.247,4000000,660000,1,Semarang,100000,Biasa,Ya,578000,Tidak,Pasif
1669,33,L,Menikah,D3,Wiraswasta,5785000,131,9167000,12,11,1,4,1,0.172,13100000,1985000,0,Medan,100000,Biasa,Ya,7222000,Tidak,Aktif
1670,24,L,Belum Menikah,SMA,Karyawan Swasta,2828000,6,11374000,48,13,0,0,0,0.134,300000,167000,0,Medan,50000,Calon,Ya,1062000,Tidak,Aktif
1671,34,P,Menikah,S1,Wiraswasta,10464000,11,46847000,24,13,2,1,1,0.244,2200000,541000,1,Surabaya,100000,Calon,Ya,10508000,Tidak,Aktif
1672,65,L,Menikah,SMA,PNS,8542000,11,59114000,24,12,1,0,0,0.342,2200000,437000,0,Jakarta,50000,Calon,Ya,2455000,Ya,Pasif
1673,38,P,Menikah,S1,Nelayan,3088000,5,4141000,12,12,2,1,0,0.146,500000,156000,0,Medan,100000,Calon,Ya,652000,Tidak,Pasif
1674,33,L,Menikah,SMA,Nelayan,2663000,69,5795000,12,12,2,1,1,0.239,3450000,165000,1,Bandung,100000,Biasa,Ya,1720000,Tidak,Aktif
1675,41,P,Belum Menikah,SMA,Buruh,2607000,30,19689000,60,13,0,1,0,0.194,1500000,161000,1,Makassar,100000,Biasa,Ya,2367000,Tidak,Aktif
1676,54,P,Menikah,SMA,Petani,2843000,43,8208000,36,12,0,1,0,0.126,2150000,261000,0,Palembang,100000,Biasa,Ya,959000,Tidak,Aktif
1677,29,P,Menikah,S2,Nelayan,3182000,77,25612000,36,12,1,1,1,0.292,3850000,825000,1,Makassar,100000,Biasa,Tidak,2678000,Tidak,Aktif
1678,38,P,Belum Menikah,SMA,Pedagang,10140000,24,65548000,60,13,0,0,0,0.179,4800000,211000,0,Jakarta,100000,Biasa,Tidak,1149000,Tidak,Pasif
1679,29,P,Belum Menikah,S1,UMKM,4188000,16,18428000,36,14,0,0,0,0.179,800000,326000,1,Medan,100000,Biasa,Ya,4567000,Tidak,Aktif
1680,65,P,Menikah,SMA,Wiraswasta,9304000,90,25945000,36,12,1,1,0,0.119,18000000,1227000,0,Bandung,100000,Biasa,Ya,19185000,Tidak,Aktif
1681,34,P,Belum Menikah,SMA,Pedagang,4282000,25,17165000,24,12,0,0,0,0.207,2500000,183000,0,Palembang,100000,Biasa,Ya,2069000,Tidak,Aktif
1682,34,L,Menikah,SMA,PNS,5046000,34,10560000,12,11,2,0,0,0.26,3400000,747000,0,Bandung,100000,Biasa,Ya,1747000,Ya,Aktif
1683,37,L,Menikah,S2,Pedagang,7524000,39,28217000,24,11,4,0,0,0.33,5850000,1575000,0,Makassar,100000,Biasa,Ya,389000,Tidak,Aktif
1684,26,L,Belum Menikah,SMA,Karyawan Swasta,3816000,24,13328000,24,11,0,0,0,0.172,1200000,322000,0,Yogyakarta,100000,Biasa,Tidak,1331000,Ya,Pasif
1685,32,P,Belum Menikah,S2,PNS,8967000,36,72786000,48,12,0,1,1,0.29,7200000,923000,1,Bandung,100000,Biasa,Ya,1807000,Ya,Pasif
1686,29,L,Belum Menikah,SMA,Wiraswasta,4398000,20,10994000,12,12,1,2,1,0.284,2000000,731000,1,Bandung,100000,Biasa,Ya,3384000,Tidak,Aktif
1687,28,P,Belum Menikah,D3,Petani,2814000,43,10227000,36,13,0,2,2,0.179,2150000,373000,0,Semarang,100000,Biasa,Ya,2319000,Tidak,Aktif
1688,57,L,Menikah,D3,Nelayan,3424000,33,8758000,24,13,4,1,1,0.197,3300000,125000,1,Bandung,100000,Biasa,Tidak,0,Tidak,Pasif
1689,43,P,Menikah,S1,Guru,6179000,89,36136000,36,13,2,1,0,0.23,13350000,1520000,0,Bandung,100000,Biasa,Tidak,960000,Ya,Pasif
1690,34,L,Menikah,S2,PNS,7665000,103,14670000,12,11,2,0,0,0.198,20600000,2863000,0,Makassar,100000,Biasa,Ya,14982000,Ya,Aktif
1691,33,L,Menikah,D3,Karyawan Swasta,6676000,27,44432000,48,13,1,1,0,0.19,4050000,883000,0,Surabaya,100000,Biasa,Tidak,4171000,Ya,Aktif
1692,36,L,Menikah,SMA,Karyawan Swasta,4114000,15,13258000,12,11,2,0,0,0.314,1500000,174000,0,Yogyakarta,100000,Biasa,Ya,349000,Ya,Aktif
1693,65,L,Menikah,D3,Nelayan,3401000,15,18191000,36,11,2,1,0,0.227,750000,507000,0,Semarang,100000,Biasa,Ya,255000,Tidak,Aktif
1694,29,L,Menikah,SMA,Pedagang,5617000,12,30751000,48,13,0,1,0,0.176,1200000,371000,0,Medan,100000,Biasa,Tidak,780000,Tidak,Aktif
1695,29,P,Belum Menikah,D3,Petani,2622000,90,3217000,12,11,0,1,0,0.127,4500000,745000,0,Jakarta,100000,Biasa,Tidak,824000,Tidak,Aktif
1696,57,L,Menikah,S1,Guru,7837000,66,27022000,24,12,1,4,1,0.228,9900000,1733000,0,Medan,100000,Biasa,Ya,15589000,Ya,Aktif
1697,29,L,Belum Menikah,SMA,PNS,5198000,38,16907000,12,12,0,1,1,0.33,3800000,438000,1,Bandung,100000,Biasa,Ya,3920000,Tidak,Aktif
1698,35,L,Belum Menikah,SMA,Buruh,2768000,36,12814000,24,12,0,3,1,0.251,1800000,153000,0,Makassar,100000,Biasa,Tidak,2603000,Tidak,Pasif
1699,30,L,Belum Menikah,S1,PNS,5557000,45,25014000,36,13,0,0,0,0.176,6750000,656000,0,Palembang,100000,Biasa,Ya,12346000,Ya,Aktif
1700,65,P,Menikah,SMA,UMKM,3537000,68,31630000,36,13,1,2,0,0.33,3400000,381000,0,Palembang,100000,Biasa,Ya,3240000,Tidak,Aktif
1701,26,P,Belum Menikah,SMA,Karyawan Swasta,4487000,7,24200000,48,12,0,0,0,0.22,700000,325000,1,Palembang,75000,Calon,Tidak,0,Ya,Pasif
1702,34,P,Menikah,D3,Wiraswasta,9345000,75,46880000,36,11,1,1,0,0.191,15000000,1942000,0,Makassar,100000,Biasa,Ya,3790000,Tidak,Aktif
1703,57,L,Menikah,SMA,Buruh,2935000,12,11423000,24,12,2,1,1,0.276,600000,111000,1,Medan,100000,Biasa,Tidak,525000,Tidak,Pasif
1704,37,L,Belum Menikah,D3,UMKM,4470000,44,30616000,36,13,1,0,0,0.315,4400000,528000,1,Palembang,100000,Biasa,Ya,2344000,Tidak,Aktif
1705,38,L,Belum Menikah,D3,Petani,3804000,25,4601000,12,12,0,0,0,0.113,3750000,517000,0,Bandung,100000,Biasa,Ya,4230000,Tidak,Aktif
1706,43,P,Menikah,S1,Karyawan Swasta,7604000,30,22812000,24,11,1,0,0,0.158,6000000,131000,0,Semarang,100000,Biasa,Tidak,0,Ya,Pasif
1707,40,P,Menikah,S1,PNS,10488000,26,37038000,48,12,2,0,0,0.132,5200000,1306000,0,Yogyakarta,100000,Biasa,Ya,6206000,Ya,Aktif
1708,48,P,Menikah,S1,Karyawan Swasta,6685000,23,25337000,36,13,1,1,0,0.146,4600000,417000,0,Medan,100000,Biasa,Tidak,1284000,Ya,Pasif
1709,26,L,Belum Menikah,D3,Petani,2809000,21,8472000,24,12,1,1,1,0.185,1050000,100000,1,Palembang,100000,Biasa,Tidak,367000,Tidak,Pasif
1710,29,P,Belum Menikah,SMA,Karyawan Swasta,5158000,59,17768000,24,13,1,3,2,0.239,5900000,615000,0,Makassar,100000,Biasa,Tidak,1227000,Ya,Aktif
1711,40,P,Menikah,S1,Perawat,6790000,25,25992000,24,12,1,0,0,0.223,5000000,231000,0,Makassar,100000,Biasa,Ya,5118000,Tidak,Pasif
1712,43,P,Menikah,SMA,Karyawan Swasta,4591000,40,43252000,60,13,1,0,0,0.262,6000000,547000,0,Palembang,100000,Biasa,Ya,2991000,Ya,Aktif
1713,29,L,Belum Menikah,D3,Karyawan Swasta,7079000,17,21068000,12,11,0,1,1,0.295,3400000,456000,1,Jakarta,100000,Biasa,Ya,1969000,Ya,Pasif
1714,33,P,Belum Menikah,SMA,Petani,2523000,28,16707000,36,12,1,1,1,0.244,1400000,657000,1,Palembang,100000,Biasa,Tidak,395000,Tidak,Pasif
1715,24,L,Belum Menikah,S2,Guru,6652000,11,45619000,60,14,0,0,0,0.177,1650000,471000,0,Palembang,25000,Calon,Ya,2421000,Ya,Aktif
1716,29,P,Belum Menikah,D3,Wiraswasta,6974000,56,67045000,60,14,0,1,0,0.319,5600000,869000,0,Yogyakarta,100000,Biasa,Ya,3176000,Tidak,Aktif
1717,26,P,Belum Menikah,D3,UMKM,3511000,12,12198000,48,13,0,0,0,0.106,1200000,378000,0,Yogyakarta,100000,Biasa,Ya,2500000,Tidak,Aktif
1718,42,P,Menikah,S1,Karyawan Swasta,14979000,13,86086000,36,13,0,0,0,0.211,1950000,1863000,1,Makassar,100000,Biasa,Ya,6507000,Tidak,Aktif
1719,27,P,Belum Menikah,S1,Karyawan Swasta,5057000,11,18392000,12,11,0,0,0,0.344,1650000,398000,1,Semarang,50000,Calon,Ya,1593000,Ya,Aktif
1720,50,P,Menikah,S1,Guru,5206000,22,28034000,24,11,2,0,0,0.308,1100000,226000,0,Yogyakarta,100000,Biasa,Ya,1804000,Ya,Aktif
1721,45,L,Menikah,SMA,Karyawan Swasta,6802000,127,34103000,36,13,1,1,0,0.195,19050000,1769000,0,Jakarta,100000,Biasa,Ya,10235000,Tidak,Aktif
1722,41,P,Menikah,SMA,Pedagang,4874000,21,14235000,12,12,2,0,0,0.328,3150000,581000,1,Semarang,100000,Biasa,Ya,2612000,Tidak,Pasif
1723,45,L,Menikah,SMA,Karyawan Swasta,5578000,42,13162000,12,10,4,2,0,0.343,4200000,310000,0,Palembang,100000,Biasa,Tidak,1307000,Tidak,Pasif
1724,51,P,Menikah,D3,Wiraswasta,12132000,6,47410000,36,12,0,1,0,0.159,1200000,855000,0,Jakarta,100000,Calon,Ya,4644000,Tidak,Aktif
1725,42,P,Menikah,SMA,Nelayan,2805000,38,20054000,48,12,0,2,0,0.211,3800000,227000,0,Yogyakarta,100000,Biasa,Tidak,3942000,Tidak,Aktif
1726,36,P,Belum Menikah,SMA,PNS,4988000,85,34971000,36,13,0,0,0,0.246,8500000,1401000,0,Medan,100000,Biasa,Tidak,2048000,Ya,Aktif
1727,36,L,Menikah,SMA,Pedagang,5734000,88,49557000,48,14,2,1,0,0.271,13200000,885000,0,Makassar,100000,Biasa,Ya,3239000,Tidak,Aktif
1728,48,P,Menikah,SMA,Wiraswasta,7107000,51,26311000,36,13,3,2,0,0.15,7650000,662000,0,Surabaya,100000,Biasa,Ya,4551000,Tidak,Aktif
1729,32,P,Belum Menikah,S2,Guru,7461000,45,29546000,24,12,0,0,0,0.242,6750000,2673000,0,Semarang,100000,Biasa,Ya,3722000,Ya,Aktif
1730,34,P,Menikah,S1,Karyawan Swasta,8108000,150,31470000,36,12,2,2,1,0.174,22500000,1457000,0,Surabaya,100000,Biasa,Ya,6011000,Ya,Aktif
1731,44,L,Menikah,S1,Guru,6516000,92,25861000,24,12,2,0,0,0.212,13800000,1715000,0,Yogyakarta,100000,Biasa,Tidak,21720000,Ya,Aktif
1732,47,L,Menikah,SMA,Karyawan Swasta,6909000,53,26377000,24,12,3,1,0,0.221,7950000,784000,0,Jakarta,100000,Biasa,Tidak,2694000,Ya,Pasif
1733,40,P,Menikah,S2,Pedagang,14912000,32,150000000,60,13,1,0,0,0.268,6400000,1084000,0,Surabaya,100000,Biasa,Ya,5001000,Tidak,Aktif
1734,31,L,Belum Menikah,S1,Petani,3918000,24,17818000,36,13,0,1,0,0.187,3600000,275000,0,Makassar,100000,Biasa,Tidak,1365000,Tidak,Pasif
1735,45,L,Menikah,SMA,UMKM,3590000,34,18489000,48,14,1,1,0,0.191,1700000,392000,0,Medan,100000,Biasa,Ya,1578000,Ya,Aktif
1736,37,L,Menikah,S1,Karyawan Swasta,6624000,37,30942000,24,12,3,0,0,0.331,7400000,250000,1,Makassar,100000,Biasa,Ya,3522000,Ya,Aktif
1737,32,P,Menikah,D3,Petani,2864000,26,6870000,24,12,2,0,0,0.155,1300000,199000,0,Palembang,100000,Biasa,Tidak,293000,Tidak,Pasif
1738,31,P,Belum Menikah,SMA,UMKM,2664000,32,5502000,12,11,0,0,0,0.199,1600000,314000,0,Medan,100000,Biasa,Ya,2269000,Tidak,Aktif
1739,34,P,Menikah,S1,Guru,6605000,18,30139000,24,11,0,0,0,0.235,1800000,308000,0,Palembang,100000,Biasa,Ya,2240000,Ya,Pasif
1740,43,L,Menikah,S1,Wiraswasta,6862000,41,46909000,36,11,0,1,0,0.234,6150000,246000,0,Semarang,100000,Biasa,Ya,5724000,Tidak,Aktif
1741,30,L,Belum Menikah,D3,Wiraswasta,5463000,16,25315000,24,12,0,2,1,0.228,1600000,651000,1,Palembang,100000,Biasa,Ya,1840000,Tidak,Aktif
1742,48,L,Menikah,SMA,Pedagang,4232000,64,33122000,36,13,2,4,2,0.296,6400000,178000,1,Makassar,100000,Biasa,Ya,2816000,Tidak,Aktif
1743,44,P,Menikah,S2,Perawat,10611000,54,116721000,48,13,3,0,0,0.353,10800000,572000,0,Yogyakarta,100000,Biasa,Ya,14091000,Ya,Aktif
1744,40,L,Belum Menikah,D3,Karyawan Swasta,3469000,61,21354000,48,13,0,1,0,0.186,6100000,292000,0,Palembang,100000,Biasa,Ya,2170000,Ya,Aktif
1745,37,L,Menikah,SMA,Karyawan Swasta,3152000,81,3977000,12,11,3,1,1,0.211,4050000,770000,1,Palembang,100000,Biasa,Tidak,1147000,Ya,Pasif
1746,39,L,Menikah,SMA,Buruh,3100000,58,20263000,48,12,1,2,0,0.337,2900000,381000,1,Semarang,100000,Biasa,Ya,2111000,Tidak,Aktif
1747,39,P,Menikah,SMA,PNS,4722000,30,36955000,48,13,0,0,0,0.229,3000000,1026000,0,Semarang,100000,Biasa,Tidak,311000,Ya,Pasif
1748,30,L,Belum Menikah,SMA,Pedagang,4232000,41,28449000,48,13,0,0,0,0.19,4100000,231000,1,Surabaya,100000,Biasa,Tidak,897000,Tidak,Pasif
1749,40,L,Menikah,SMA,Pedagang,6161000,20,41616000,36,12,2,1,0,0.251,3000000,405000,1,Medan,100000,Biasa,Tidak,642000,Tidak,Pasif
1750,40,L,Menikah,SMA,Karyawan Swasta,5858000,28,8304000,12,11,1,2,1,0.169,4200000,252000,0,Yogyakarta,100000,Biasa,Tidak,1735000,Ya,Aktif
1751,31,L,Belum Menikah,SMA,Wiraswasta,7002000,82,30342000,36,12,0,0,0,0.187,12300000,1955000,0,Bandung,100000,Biasa,Ya,4664000,Tidak,Aktif
1752,40,L,Cerai,SMA,Nelayan,2582000,16,5631000,12,11,0,0,0,0.223,1600000,145000,1,Medan,100000,Biasa,Ya,473000,Tidak,Aktif
1753,26,L,Belum Menikah,S1,Karyawan Swasta,4751000,8,37708000,48,14,0,1,0,0.245,400000,1264000,0,Semarang,50000,Calon,Ya,7937000,Tidak,Aktif
1754,28,L,Belum Menikah,S1,Wiraswasta,7420000,28,43456000,48,13,2,1,1,0.314,4200000,396000,1,Palembang,100000,Biasa,Ya,6524000,Tidak,Aktif
1755,29,P,Belum Menikah,D3,Guru,5883000,40,57381000,60,12,0,2,0,0.235,6000000,652000,0,Yogyakarta,100000,Biasa,Tidak,6482000,Ya,Aktif
1756,44,P,Menikah,SMA,UMKM,6432000,23,35873000,36,12,0,0,0,0.214,3450000,536000,0,Jakarta,100000,Biasa,Ya,2449000,Tidak,Aktif
1757,30,P,Belum Menikah,SMA,PNS,4832000,41,10845000,12,11,1,0,0,0.235,4100000,116000,0,Makassar,100000,Biasa,Tidak,4261000,Ya,Pasif
1758,39,L,Menikah,S1,Guru,6748000,149,16865000,24,11,3,2,0,0.187,14900000,4327000,0,Bandung,100000,Biasa,Ya,6297000,Ya,Aktif
1759,35,P,Cerai,SMA,Karyawan Swasta,5335000,20,10660000,12,10,1,0,0,0.223,2000000,312000,1,Semarang,100000,Biasa,Ya,2296000,Ya,Aktif
1760,34,L,Cerai,S1,Wiraswasta,8214000,20,27765000,24,12,0,1,0,0.194,3000000,1010000,0,Palembang,100000,Biasa,Ya,958000,Tidak,Aktif
1761,42,P,Belum Menikah,D3,Pedagang,6141000,41,33095000,24,12,0,1,1,0.267,8200000,1385000,1,Bandung,100000,Biasa,Tidak,2617000,Tidak,Aktif
1762,48,L,Menikah,D3,PNS,7466000,35,40192000,60,13,2,3,0,0.202,5250000,245000,0,Yogyakarta,100000,Biasa,Ya,2518000,Ya,Pasif
1763,31,P,Menikah,SMA,Petani,3223000,3,8998000,36,14,1,0,0,0.161,150000,159000,1,Semarang,100000,Calon,Tidak,159000,Tidak,Pasif
1764,38,P,Belum Menikah,D3,UMKM,7898000,37,11560000,12,11,1,1,2,0.172,5550000,362000,0,Makassar,100000,Biasa,Ya,3279000,Tidak,Aktif
1765,43,L,Menikah,SMA,Karyawan Swasta,6820000,8,14409000,12,12,1,0,0,0.218,800000,341000,1,Jakarta,50000,Calon,Tidak,0,Ya,Pasif
1766,29,P,Menikah,S1,Wiraswasta,9277000,62,41795000,24,13,0,3,2,0.262,12400000,2314000,0,Makassar,100000,Biasa,Tidak,5933000,Tidak,Pasif
1767,32,P,Menikah,S2,Karyawan Swasta,7187000,51,17684000,24,12,2,1,0,0.171,5100000,897000,0,Surabaya,100000,Biasa,Ya,3443000,Ya,Aktif
1768,37,P,Menikah,SMA,Buruh,3558000,108,17483000,36,13,1,4,3,0.174,5400000,720000,0,Jakarta,100000,Biasa,Tidak,1253000,Tidak,Aktif
1769,62,L,Menikah,D3,Wiraswasta,10461000,61,76459000,60,13,3,1,0,0.297,12200000,969000,0,Palembang,100000,Biasa,Tidak,531000,Tidak,Pasif
1770,36,P,Belum Menikah,S1,PNS,5030000,47,8082000,12,11,1,2,1,0.204,7050000,635000,0,Semarang,100000,Biasa,Tidak,1355000,Ya,Pasif
1771,31,P,Belum Menikah,SMA,UMKM,2851000,13,4260000,12,11,0,0,0,0.14,650000,102000,0,Semarang,100000,Biasa,Ya,1841000,Ya,Aktif
1772,26,L,Belum Menikah,S1,Karyawan Swasta,8190000,34,12756000,12,11,0,1,0,0.159,3400000,334000,0,Jakarta,100000,Biasa,Tidak,4316000,Tidak,Pasif
1773,28,P,Belum Menikah,SMA,Karyawan Swasta,4294000,14,45131000,60,13,1,2,0,0.264,1400000,1327000,0,Palembang,100000,Biasa,Ya,5129000,Ya,Aktif
1774,30,L,Belum Menikah,S1,Buruh,2589000,126,18165000,48,15,0,2,3,0.211,6300000,388000,0,Palembang,100000,Biasa,Ya,1704000,Tidak,Aktif
1775,44,L,Menikah,SMA,PNS,5597000,98,23057000,36,12,2,2,2,0.193,9800000,776000,0,Makassar,100000,Biasa,Tidak,4206000,Ya,Aktif
1776,36,L,Menikah,D3,Wiraswasta,11306000,30,34806000,36,13,1,1,1,0.155,4500000,1181000,0,Yogyakarta,100000,Biasa,Ya,7910000,Tidak,Pasif
1777,29,P,Belum Menikah,SMA,Nelayan,2965000,53,26910000,48,13,0,1,0,0.26,2650000,472000,0,Makassar,100000,Biasa,Ya,1084000,Tidak,Aktif
1778,56,L,Menikah,SMA,Pedagang,6252000,12,51191000,48,13,2,3,1,0.295,1800000,475000,0,Semarang,100000,Biasa,Ya,2543000,Ya,Aktif
1779,32,L,Belum Menikah,SMA,Karyawan Swasta,4826000,49,17436000,36,12,0,0,0,0.131,4900000,357000,0,Palembang,100000,Biasa,Ya,2604000,Ya,Aktif
1780,41,L,Belum Menikah,S1,Pedagang,7468000,63,32816000,24,13,0,1,1,0.274,12600000,598000,0,Yogyakarta,100000,Biasa,Tidak,0,Tidak,Pasif
1781,31,P,Menikah,D3,Petani,2566000,12,19184000,48,13,1,0,0,0.213,600000,172000,0,Yogyakarta,100000,Biasa,Ya,0,Tidak,Pasif
1782,32,P,Belum Menikah,SMA,Karyawan Swasta,3895000,22,12000000,24,12,1,0,0,0.199,1100000,352000,0,Makassar,100000,Biasa,Tidak,429000,Tidak,Pasif
1783,34,L,Belum Menikah,SMA,Buruh,2899000,43,6963000,12,11,0,0,0,0.227,2150000,251000,0,Makassar,100000,Biasa,Ya,1815000,Ya,Aktif
1784,33,L,Menikah,D3,Petani,4029000,49,11476000,24,11,4,1,0,0.147,2450000,1937000,0,Yogyakarta,100000,Biasa,Ya,1427000,Tidak,Aktif
1785,34,P,Menikah,SMA,PNS,4018000,48,37538000,60,13,2,1,1,0.226,4800000,358000,0,Palembang,100000,Biasa,Tidak,2220000,Ya,Aktif
1786,41,L,Menikah,S1,Wiraswasta,9072000,110,14687000,12,13,4,3,1,0.213,22000000,1444000,0,Makassar,100000,Biasa,Tidak,9263000,Tidak,Aktif
1787,27,L,Belum Menikah,S1,Wiraswasta,7502000,34,26216000,36,13,0,3,0,0.128,5100000,1019000,0,Makassar,100000,Biasa,Tidak,3904000,Tidak,Aktif
1788,33,L,Menikah,SMA,Karyawan Swasta,3781000,29,24568000,36,13,0,2,1,0.229,2900000,258000,1,Semarang,100000,Biasa,Tidak,0,Ya,Pasif
1789,34,P,Belum Menikah,SMA,Buruh,2759000,70,17356000,48,13,1,0,0,0.214,7000000,1395000,0,Yogyakarta,100000,Biasa,Tidak,1164000,Tidak,Aktif
1790,31,P,Belum Menikah,SMA,UMKM,4182000,64,11855000,12,12,1,5,1,0.273,3200000,774000,0,Palembang,100000,Biasa,Tidak,7794000,Tidak,Aktif
1791,36,L,Belum Menikah,D3,Nelayan,3435000,70,7866000,12,12,0,1,0,0.249,7000000,514000,0,Medan,100000,Biasa,Ya,2828000,Tidak,Aktif
1792,45,L,Menikah,S1,Guru,6098000,93,21288000,48,13,1,0,0,0.123,13950000,1014000,0,Yogyakarta,100000,Biasa,Tidak,3813000,Ya,Pasif
1793,42,P,Menikah,SMA,Pedagang,7394000,90,26001000,24,12,1,1,1,0.177,9000000,438000,1,Medan,100000,Biasa,Tidak,2948000,Tidak,Pasif
1794,47,L,Menikah,D3,Wiraswasta,12187000,42,68787000,48,14,1,0,0,0.191,8400000,1309000,0,Medan,100000,Biasa,Tidak,0,Tidak,Pasif
1795,34,P,Cerai,SMA,UMKM,3051000,40,10917000,36,12,0,2,0,0.135,2000000,954000,0,Palembang,100000,Biasa,Tidak,552000,Tidak,Aktif
1796,26,P,Belum Menikah,SMA,Karyawan Swasta,4402000,40,11906000,12,12,0,1,0,0.274,4000000,496000,1,Palembang,100000,Biasa,Ya,4111000,Tidak,Aktif
1797,46,P,Menikah,D3,Nelayan,3436000,33,11598000,24,12,4,1,0,0.295,1650000,100000,0,Yogyakarta,100000,Biasa,Ya,1645000,Tidak,Aktif
1798,39,L,Belum Menikah,D3,Nelayan,2936000,48,19716000,48,14,1,3,0,0.287,2400000,183000,1,Semarang,100000,Biasa,Tidak,247000,Tidak,Pasif
1799,55,P,Menikah,D3,Guru,5332000,101,19507000,24,13,4,3,2,0.339,15150000,1437000,0,Medan,100000,Biasa,Ya,4259000,Ya,Aktif
1800,25,L,Menikah,S1,Karyawan Swasta,4683000,5,10624000,12,11,1,1,0,0.22,500000,433000,1,Bandung,100000,Calon,Ya,3774000,Ya,Aktif
1801,40,P,Belum Menikah,SMA,Karyawan Swasta,4526000,66,12735000,12,11,1,4,2,0.278,9900000,1104000,0,Semarang,100000,Biasa,Ya,1471000,Ya,Aktif
1802,41,L,Belum Menikah,S1,Karyawan Swasta,10778000,87,34443000,24,12,0,2,0,0.17,17400000,605000,0,Surabaya,100000,Biasa,Ya,6634000,Ya,Pasif
1803,39,P,Menikah,S1,UMKM,5685000,54,30146000,24,12,4,1,1,0.266,5400000,1041000,0,Jakarta,100000,Biasa,Tidak,1232000,Tidak,Pasif
1804,31,L,Belum Menikah,SMA,Perawat,3762000,57,16537000,36,11,0,0,0,0.156,5700000,103000,0,Palembang,100000,Biasa,Ya,1625000,Ya,Pasif
1805,31,L,Menikah,S1,PNS,7098000,57,45674000,36,13,1,3,0,0.227,8550000,922000,0,Makassar,100000,Biasa,Tidak,3242000,Ya,Pasif
1806,39,P,Menikah,S1,Pedagang,6151000,68,33063000,48,12,2,3,0,0.179,6800000,833000,0,Bandung,100000,Biasa,Tidak,5026000,Tidak,Aktif
1807,31,L,Menikah,SMA,Petani,2716000,81,18144000,48,13,2,0,0,0.24,8100000,929000,1,Yogyakarta,100000,Biasa,Ya,2653000,Tidak,Aktif
1808,28,P,Belum Menikah,SMA,Guru,2643000,6,8425000,24,12,1,0,0,0.168,300000,206000,0,Medan,100000,Calon,Ya,2142000,Tidak,Aktif
1809,41,L,Belum Menikah,S1,Petani,2674000,83,5400000,12,11,1,2,1,0.226,4150000,376000,0,Yogyakarta,100000,Biasa,Ya,1197000,Tidak,Aktif
1810,31,P,Belum Menikah,S1,Guru,7439000,42,30413000,24,11,0,1,0,0.219,6300000,743000,0,Yogyakarta,100000,Biasa,Tidak,0,Ya,Pasif
1811,34,P,Menikah,S1,PNS,7452000,28,21390000,24,11,2,0,0,0.164,4200000,533000,0,Makassar,100000,Biasa,Tidak,1175000,Ya,Aktif
1812,48,P,Menikah,SMA,Pedagang,7397000,49,47562000,60,14,1,1,2,0.161,7350000,537000,0,Semarang,100000,Biasa,Ya,8172000,Tidak,Aktif
1813,43,P,Menikah,D3,UMKM,4435000,73,19808000,36,13,0,1,1,0.156,3650000,465000,0,Bandung,100000,Biasa,Tidak,6186000,Ya,Aktif
